idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,0.0,1.0,2.0,3.0,4.0,5.0
33846,2019-03-21 16:30:00,2019-03-21 16:45:00,2019-03-21 17:00:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-37.0,-38.0,13.0,13.0,-46.0,-48.0,0.0,0.0,13.0,13.0,-38.0,-40.0,13.0,13.0,-48.0,-58.0,12.0,6.0,18.0,13.0,-36.0,-44.0,18.0,13.0,-49.0,-72.0,-71.0,18.0,-21,-73,0.0,1.0,0.0,0.0,0.0,0.0
21270,2018-11-20 12:45:00,2018-11-20 13:00:00,2018-11-20 13:15:00,27,2,80,250,1,6.0,0.0,18.0,-2.0,-62.0,-87.0,18.0,4.0,-62.0,-86.0,0.0,0.0,18.0,13.0,-62.0,-77.0,18.0,13.0,-60.0,-74.0,16.0,0.0,18.0,13.0,-55.0,-82.0,18.0,13.0,-55.0,-79.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-13 21:45:00,2018-09-13 22:00:00,2018-09-13 22:15:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-44.0,13.0,13.0,-43.0,-43.0,16.0,3.0,18.0,13.0,-44.0,-86.0,18.0,13.0,-43.0,-85.0,34.0,11.0,18.0,-2.0,-78.0,-86.0,18.0,-2.0,-75.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-11-20 11:30:00,2018-11-20 11:45:00,2018-11-20 12:00:00,27,2,80,250,1,18.0,6.0,18.0,-2.0,-52.0,-86.0,18.0,-2.0,-50.0,-86.0,4.0,0.0,18.0,13.0,-50.0,-86.0,18.0,13.0,-49.0,-86.0,22.0,0.0,18.0,5.0,-59.0,-86.0,18.0,-2.0,-58.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2019-02-28 12:00:00,2019-02-28 12:15:00,2019-02-28 12:30:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-46.0,-51.0,13.0,13.0,-40.0,-47.0,0.0,0.0,13.0,13.0,-42.0,-47.0,13.0,13.0,-47.0,-59.0,18.0,7.0,18.0,13.0,-36.0,-42.0,18.0,13.0,-58.0,-71.0,-71.0,18.0,-21,-73,0.0,1.0,0.0,0.0,0.0,0.0
21270,2018-09-07 03:00:00,2018-09-07 03:15:00,2018-09-07 03:30:00,27,2,80,250,1,5.0,0.0,18.0,-2.0,-66.0,-86.0,18.0,-2.0,-64.0,-86.0,5.0,0.0,18.0,15.0,-67.0,-86.0,18.0,15.0,-64.0,-85.0,18.0,0.0,18.0,-2.0,-71.0,-86.0,18.0,-2.0,-67.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-11-20 11:15:00,2018-11-20 11:30:00,2018-11-20 11:45:00,27,2,80,250,1,0.0,0.0,15.0,13.0,-45.0,-66.0,15.0,13.0,-44.0,-65.0,18.0,6.0,18.0,-2.0,-52.0,-86.0,18.0,-2.0,-50.0,-86.0,4.0,0.0,18.0,13.0,-50.0,-86.0,18.0,13.0,-49.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2019-03-24 14:00:00,2019-03-24 14:15:00,2019-03-24 14:30:00,27,1,80,250,1,1.0,0.0,13.0,13.0,-42.0,-45.0,13.0,13.0,-49.0,-61.0,199.0,98.0,18.0,13.0,-36.0,-43.0,18.0,13.0,-55.0,-74.0,82.0,37.0,18.0,13.0,-36.0,-41.0,18.0,13.0,-58.0,-75.0,-71.0,18.0,-21,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 03:15:00,2018-09-07 03:30:00,2018-09-07 03:45:00,27,2,80,250,1,5.0,0.0,18.0,15.0,-67.0,-86.0,18.0,15.0,-64.0,-85.0,18.0,0.0,18.0,-2.0,-71.0,-86.0,18.0,-2.0,-67.0,-86.0,0.0,0.0,18.0,-2.0,-83.0,-86.0,18.0,-2.0,-82.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-12-16 22:15:00,2018-12-16 22:30:00,2018-12-16 22:45:00,27,2,80,250,1,0.0,0.0,18.0,13.0,-58.0,-77.0,18.0,13.0,-60.0,-73.0,21.0,0.0,18.0,13.0,-62.0,-84.0,18.0,13.0,-62.0,-85.0,94.0,15.0,18.0,15.0,-67.0,-80.0,18.0,15.0,-69.0,-83.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 01:15:00,2018-09-07 01:30:00,2018-09-07 01:45:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,28.0,0.0,18.0,-2.0,-79.0,-86.0,18.0,-2.0,-77.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2019-03-24 13:45:00,2019-03-24 14:00:00,2019-03-24 14:15:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-43.0,-46.0,13.0,13.0,-46.0,-55.0,1.0,0.0,13.0,13.0,-42.0,-45.0,13.0,13.0,-49.0,-61.0,199.0,98.0,18.0,13.0,-36.0,-43.0,18.0,13.0,-55.0,-74.0,-71.0,18.0,-21,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-13 22:00:00,2018-09-13 22:15:00,2018-09-13 22:30:00,27,2,80,250,1,16.0,3.0,18.0,13.0,-44.0,-86.0,18.0,13.0,-43.0,-85.0,34.0,11.0,18.0,-2.0,-78.0,-86.0,18.0,-2.0,-75.0,-86.0,35.0,1.0,18.0,1.0,-76.0,-86.0,18.0,2.0,-71.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-12-16 22:00:00,2018-12-16 22:15:00,2018-12-16 22:30:00,27,2,80,250,1,0.0,0.0,15.0,13.0,-60.0,-68.0,15.0,13.0,-61.0,-69.0,0.0,0.0,18.0,13.0,-58.0,-77.0,18.0,13.0,-60.0,-73.0,21.0,0.0,18.0,13.0,-62.0,-84.0,18.0,13.0,-62.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2018-07-16 19:15:00,2018-07-16 19:30:00,2018-07-16 19:45:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-24.0,-26.0,13.0,13.0,-25.0,-27.0,20.0,2.0,18.0,-2.0,-25.0,-89.0,18.0,0.0,-26.0,-87.0,2.0,0.0,18.0,13.0,-27.0,-89.0,18.0,13.0,-28.0,-87.0,-71.0,18.0,-21,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-11-20 08:15:00,2018-11-20 08:30:00,2018-11-20 08:45:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-43.0,-45.0,13.0,13.0,-42.0,-43.0,0.0,0.0,15.0,13.0,-43.0,-72.0,15.0,13.0,-42.0,-69.0,31.0,0.0,18.0,13.0,-45.0,-85.0,18.0,13.0,-44.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2019-02-28 14:45:00,2019-02-28 15:00:00,2019-02-28 15:15:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-37.0,-39.0,13.0,13.0,-46.0,-52.0,0.0,0.0,13.0,13.0,-38.0,-39.0,13.0,13.0,-50.0,-55.0,53.0,28.0,18.0,13.0,-36.0,-42.0,18.0,13.0,-52.0,-71.0,-71.0,18.0,-21,-73,0.0,1.0,0.0,0.0,0.0,0.0
21270,2018-10-05 17:30:00,2018-10-05 17:45:00,2018-10-05 18:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-42.0,-44.0,13.0,13.0,-41.0,-43.0,0.0,0.0,15.0,13.0,-42.0,-66.0,15.0,13.0,-41.0,-65.0,27.0,0.0,18.0,13.0,-45.0,-86.0,18.0,13.0,-44.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-11-19 23:30:00,2018-11-19 23:45:00,2018-11-20 00:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-43.0,-45.0,13.0,13.0,-42.0,-44.0,0.0,0.0,13.0,13.0,-44.0,-53.0,13.0,13.0,-43.0,-52.0,15.0,0.0,18.0,13.0,-53.0,-86.0,18.0,13.0,-52.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 01:00:00,2018-09-07 01:15:00,2018-09-07 01:30:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 04:00:00,2018-09-07 04:15:00,2018-09-07 04:30:00,27,2,80,250,1,4.0,0.0,18.0,-2.0,-53.0,-86.0,18.0,-2.0,-52.0,-86.0,0.0,0.0,18.0,13.0,-54.0,-80.0,18.0,13.0,-53.0,-76.0,20.0,0.0,18.0,13.0,-56.0,-83.0,18.0,13.0,-56.0,-82.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
33846,2019-03-24 15:30:00,2019-03-24 15:45:00,2019-03-24 16:00:00,27,1,80,250,1,0.0,0.0,13.0,13.0,-42.0,-47.0,13.0,13.0,-46.0,-57.0,187.0,130.0,18.0,13.0,-36.0,-43.0,18.0,13.0,-54.0,-70.0,61.0,33.0,18.0,13.0,-36.0,-45.0,18.0,13.0,-49.0,-71.0,-71.0,18.0,-21,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-13 22:15:00,2018-09-13 22:30:00,2018-09-13 22:45:00,27,2,80,250,1,34.0,11.0,18.0,-2.0,-78.0,-86.0,18.0,-2.0,-75.0,-86.0,35.0,1.0,18.0,1.0,-76.0,-86.0,18.0,2.0,-71.0,-86.0,12.0,0.0,18.0,13.0,-44.0,-83.0,18.0,13.0,-43.0,-82.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-11-20 12:15:00,2018-11-20 12:30:00,2018-11-20 12:45:00,27,2,80,250,1,1.0,0.0,18.0,-2.0,-59.0,-87.0,18.0,-2.0,-58.0,-86.0,15.0,0.0,18.0,-2.0,-74.0,-86.0,18.0,-2.0,-70.0,-86.0,6.0,0.0,18.0,-2.0,-62.0,-87.0,18.0,4.0,-62.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
800425,2018-07-26 10:30:00,2018-07-26 10:45:00,2018-07-26 11:00:00,27,1,80,250,1,0.0,0.0,10.0,10.0,-32.0,-33.0,10.0,10.0,-32.0,-33.0,0.0,0.0,10.0,10.0,-32.0,-33.0,10.0,10.0,-32.0,-33.0,2.0,0.0,18.0,-2.0,-27.0,-48.0,18.0,1.0,-24.0,-57.0,-71.0,18.0,-27,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-13 21:30:00,2018-09-13 21:45:00,2018-09-13 22:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-44.0,13.0,13.0,-43.0,-43.0,0.0,0.0,13.0,13.0,-44.0,-44.0,13.0,13.0,-43.0,-43.0,16.0,3.0,18.0,13.0,-44.0,-86.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2019-01-17 11:45:00,2019-01-17 12:00:00,2019-01-17 12:15:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-43.0,-44.0,13.0,13.0,-42.0,-43.0,0.0,0.0,13.0,13.0,-43.0,-44.0,13.0,13.0,-42.0,-43.0,5.0,0.0,18.0,13.0,-44.0,-85.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 01:30:00,2018-09-07 01:45:00,2018-09-07 02:00:00,27,2,80,250,1,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,28.0,0.0,18.0,-2.0,-79.0,-86.0,18.0,-2.0,-77.0,-86.0,6.0,0.0,18.0,13.0,-44.0,-85.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
21270,2018-09-07 02:15:00,2018-09-07 02:30:00,2018-09-07 02:45:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-44.0,0.0,0.0,13.0,13.0,-44.0,-57.0,13.0,13.0,-43.0,-55.0,5.0,0.0,18.0,-2.0,-57.0,-86.0,18.0,-2.0,-55.0,-86.0,-68.0,18.0,-43,-73,1.0,0.0,0.0,0.0,0.0,0.0
